activity_date,total_steps,total_distance,tracker_distance,logged_activities_distance,very_active_distance,moderately_active_distance,lightly_active_distance,sedentary_active_distance,very_active_minutes,moderately_active_minutes,lightly_active_minutes,sedentary_minutes,calories,active_distance,active_minutes,total_minutes
2016-04-12,8236.8484848484841,5.9827272487575751,5.9581817815454547,0.21584436387878791,1.8263636439090905,0.34606060475757577,3.4099999910303027,0.00030303030303030303,22.303030303030305,7.8484848484848451,198.99999999999997,1026.212121212121,2390.6969696969695,5.58242423969697,229.15151515151516,1255.3636363636363
2016-04-13,7198.727272727273,5.1033333161212129,5.0715151573939394,0.21040769778787882,1.3266666811818186,0.42000000378787883,3.1409090919696969,0.0015151515151515154,20.333333333333336,10.575757575757576,181.75757575757575,1021.7878787878789,2286.6363636363631,4.8875757769393937,212.66666666666669,1234.4545454545453
2016-04-14,7743.57575757576,5.5993939626363636,5.5763636671212122,0.16783321263636358,1.5096969758484848,0.50969697127272717,3.5684848544242422,0.0021212120909090909,20.939393939393941,12.393939393939394,201.0,1010.0303030303028,2356.393939393939,5.5878788015454557,234.33333333333337,1244.3636363636367
2016-04-15,7533.8484848484868,5.2878787771212119,5.2878787771212119,0.0,1.0557575768484848,0.40393939215151509,3.7672727287878787,0.0015151515151515154,19.181818181818183,9.8787878787878771,213.84848484848487,961.060606060606,2355.1818181818176,5.2269696977878786,242.90909090909093,1203.969696969697
2016-04-16,8679.1562500000018,6.2915625178749988,6.2915625178749988,0.0,1.9937499667812495,0.70874999987500009,3.45062499984375,0.0015624999687499999,27.843749999999996,15.125,193.8125,1002.65625,2392.9374999999995,6.153124966500001,236.78124999999997,1239.4375
2016-04-17,6409.25,4.5406249602500015,4.5406249602500015,0.0,1.1453124834375,0.49749999718749993,2.82218750271875,0.00062500000000000023,18.90625,11.843749999999998,165.34375,1049.96875,2230.96875,4.4649999833437493,196.09375000000003,1246.0625000000002
2016-04-18,7896.9687500000009,5.6578124747500009,5.62437498434375,0.21945928781249996,1.6656250194062499,0.69593749918749992,3.28125000259375,0.0015625000000000003,24.40625,16.125,188.28125,1061.21875,2333.3750000000009,5.6428125211875,228.81249999999997,1290.0312500000002
2016-04-19,8048.6562499999991,5.8718749248125,5.8412499391875,0.22485072165625003,1.8831249975312503,0.51906250459375,3.46343749384375,0.00093750000000000018,23.968749999999996,13.781249999999998,201.90625000000006,1003.9375,2359.09375,5.8656249959687514,239.65625,1243.5937500000002
2016-04-20,8162.9687499999973,5.9503125440000009,5.922187526187499,0.21928087621874992,1.8618750074374992,0.63343749415625,3.4509375284687502,0.0018750000000000004,24.1875,18.750000000000004,203.59375,974.12500000000011,2395.2187500000005,5.946250030062501,246.53125000000003,1220.65625
2016-04-21,8243.5937500000018,6.0300000675,5.9728125698749981,0.19796166568749995,1.9228125181874995,0.62187499556250014,3.16218748121875,0.0049999999687499993,26.843750000000007,14.937500000000004,182.65625000000006,1031.875,2421.8749999999995,5.7068749949687509,224.43749999999994,1256.3125
2016-04-22,7446.3750000000009,5.3278124726875022,5.3278124726875022,0.065379597249999991,1.6109374812187498,0.51187499975,3.1878124607812506,0.0028125000312500012,24.437500000000011,13.250000000000004,195.53125000000003,1032.125,2327.6562500000005,5.3106249417499996,233.21874999999997,1265.3437500000002
2016-04-23,8347.6250000000018,5.8412500398750016,5.8412500398750016,0.0,1.1581249831874998,0.6043749921875,4.0743750333749995,0.00093750000000000018,18.781250000000004,15.031249999999995,232.90625000000006,959.90625000000023,2397.15625,5.8368750087500016,266.71874999999989,1226.6249999999998
2016-04-24,7394.4062499999982,5.46750002703125,5.46750002703125,0.0,1.7668750195625005,0.61781249412499983,3.07937503415625,0.00062500000000000023,21.031249999999996,13.718750000000004,186.31250000000003,992.15625,2291.4375,5.46406254784375,221.06250000000003,1213.21875
2016-04-25,7932.78125,5.6328125180312494,5.5912499907187492,0.30434732140625,1.78343749209375,0.45031250096875003,3.3937500114687498,0.0043750000312500013,28.40625,11.375000000000002,192.87500000000006,1038.6875,2349.5625,5.62750000453125,232.65624999999994,1271.3437499999995
2016-04-26,7833.9999999999982,5.5346875264375006,5.5346875264375006,0.061237376187500039,1.3312499935624995,0.71968748646875025,3.47437498353125,0.00062500000000000012,19.8125,17.624999999999996,200.24999999999997,1025.40625,2331.3750000000009,5.5253124635625008,237.68750000000006,1263.09375
2016-04-27,8078.6250000000009,5.9153124990312484,5.8790625037187505,0.15267515181249994,1.99593748415625,0.52062500028125014,3.3943749815625,0.0012499999687500003,23.65625,10.781250000000004,197.56249999999997,1004.2500000000001,2328.5624999999995,5.9109374660000009,232.00000000000006,1236.2499999999995
2016-04-28,7593.6249999999991,5.3615625167187506,5.3615625167187506,0.0,1.2721874974375,0.47187499662500015,3.6143749901562496,0.0,17.968750000000007,11.8125,209.18750000000003,981.71875000000011,2316.0624999999995,5.3584374842187508,238.96875000000006,1220.6875
2016-04-29,7321.5312499999991,5.1812499880625014,5.153749984625,0.153473317625,1.0734374947187502,0.55499999918749987,3.5490624801250008,0.0003125,16.250000000000004,13.999999999999998,204.96874999999997,989.78125000000011,2272.5625000000005,5.1774999740312486,235.21875000000006,1224.9999999999998
2016-04-30,8346.0000000000018,6.10064510370968,6.10064510370968,0.0,1.5961290195483868,0.7280645123548386,3.7725806387741927,0.0012903225806451617,20.258064516129036,16.548387096774196,218.54838709677423,938.90322580645159,2373.9354838709673,6.09677417067742,255.35483870967755,1194.258064516129
2016-05-01,6895.6666666666679,4.9749999941666685,4.9749999941666685,0.0,1.6753333455,0.62300000256666688,2.6533333242333339,0.0013333333333333337,22.63333333333334,15.700000000000008,160.26666666666668,953.5,2230.4333333333334,4.9516666723000018,198.59999999999997,1152.1000000000001
2016-05-02,7049.4482758620688,4.9672413643448277,4.9513792940689658,0.16980941541379313,0.97586206137931064,0.544482758586207,3.2068965611034486,0.0013793103448275861,16.068965517241377,13.172413793103448,186.82758620689651,1027.4137931034484,2275.4482758620679,4.727241381068966,216.06896551724137,1243.4827586206895
2016-05-03,8558.7241379310381,6.0944827451379311,6.0544827502413794,0.24708444496551724,1.5493103593793103,0.60517241803448285,3.6093103662758628,0.0031034483103448279,24.931034482758623,14.827586206896552,203.34482758620689,1013.4137931034481,2453.8965517241377,5.7637931436896563,243.10344827586206,1256.5172413793102
2016-05-04,6763.7586206896567,4.9403447921724144,4.9403447921724144,0.0,1.3544827516551727,0.44517240931034474,3.0324138054137935,0.00103448275862069,13.96551724137931,11.137931034482762,179.79310344827587,1037.1724137931035,2283.1379310344823,4.83206896637931,204.89655172413791,1242.0689655172414
2016-05-05,8731.03448275862,6.2165517437586209,6.1800000051379307,0.24590734775862058,1.540689667448276,0.70137930796551728,3.67413793762069,0.0034482758620689672,22.068965517241377,15.448275862068966,207.24137931034483,1032.9310344827586,2415.0689655172414,5.9162069130344808,244.75862068965526,1277.6896551724135
2016-05-06,7492.6551724137935,5.45724137562069,5.45724137562069,0.072143003862068955,1.5410344815862067,0.46517241282758626,3.4389655106896555,0.0027586206551724144,20.413793103448281,11.310344827586208,201.93103448275861,1021.4827586206895,2375.0689655172418,5.4451724051034489,233.65517241379308,1255.1379310344826
2016-05-07,7151.2413793103451,5.12448277175862,5.12448277175862,0.0,1.2920689504827589,0.66896551027586215,3.1303447916896547,0.00034482758620689663,20.620689655172409,14.034482758620692,181.24137931034483,953.896551724138,2246.2413793103442,5.0913792524482746,215.89655172413788,1169.793103448276
2016-05-08,7049.4074074074069,5.1399999814074082,5.1399999814074082,0.0,1.3596296288518517,0.75555554307407413,3.0192593027407404,0.0,17.074074074074073,17.37037037037037,184.81481481481481,958.07407407407413,2303.4444444444448,5.134444474666668,219.25925925925927,1177.3333333333333
2016-05-09,8248.8148148148139,5.9629629584074078,5.9614814783333347,0.19481366651851853,1.6966666998888891,0.660370366185185,3.5914814516296292,0.0029629630000000012,22.851851851851848,15.481481481481488,201.18518518518519,976.33333333333337,2335.6666666666665,5.9485185177037039,239.5185185185185,1215.8518518518522
2016-05-10,7951.4230769230762,5.6661537531923072,5.6661537531923072,0.086656964730769212,1.4292307740384618,0.82807692765384622,3.3996153668461546,0.002692307653846154,24.192307692307683,18.653846153846157,179.34615384615387,958.69230769230762,2229.3461538461538,5.6569230685384611,222.19230769230771,1180.8846153846155
2016-05-11,7519.4999999999991,5.4945833089583331,5.4945833089583331,0.08717279633333333,1.6045833355416665,0.64000000491666664,3.2420833483750005,0.00083333333333333339,21.249999999999996,14.499999999999998,184.54166666666663,888.20833333333326,2190.0833333333335,5.4866666888333331,220.29166666666669,1108.5
2016-05-12,3482.333333333333,2.4433333212380952,2.4433333212380952,0.0,0.364761905952381,0.10000000223809526,1.9742857236190474,0.0004761904761904763,4.1904761904761907,2.1428571428571428,98.809523809523824,652.0,1139.2857142857142,2.4390476318095238,105.14285714285712,757.14285714285722